gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000066279	992.643944211048	5.0395449057673	0.131562249769773	38.3054023064082	0	0
ENSG00000068489	740.122182984599	4.36622010467099	0.103958048203315	41.999827624041	0	0
ENSG00000070808	1626.50514198884	-9.99335758828322	0.241103878057156	-41.4483486072928	0	0
ENSG00000073111	4966.91029103913	3.34346065482765	0.0836366131584151	39.9760407382212	0	0
ENSG00000088325	5070.03135641699	5.25134680705268	0.126621773965142	41.4726996993293	0	0
ENSG00000091428	1188.94929830162	-5.3986830389002	0.137881181146267	-39.1546039424567	0	0
ENSG00000099622	9263.76631153819	-2.73894747409355	0.0725709083874536	-37.741672730213	0	0
ENSG00000102924	1169.66165918105	-8.40709494965551	0.223196485816838	-37.6667890575779	0	0
ENSG00000104826	2208.76102766355	-11.2562907219825	0.282648890754489	-39.8242876238979	0	0
ENSG00000105011	2447.31263613482	5.13235487848724	0.134323124298921	38.2090195212088	0	0
ENSG00000108387	2428.24433503045	-5.71985600484749	0.130469799828149	-43.8404597261705	0	0
ENSG00000111206	4348.99742403938	4.68193979742805	0.11687079661647	40.0608187243952	0	0
ENSG00000112742	1062.5033103398	5.18360568090013	0.129768784816751	39.9449350490565	0	0
ENSG00000114346	3264.47234363916	3.53786405635546	0.09242489008769	38.278260899189	0	0
ENSG00000114686	8639.01633236949	2.20304478785073	0.0578597743854704	38.0755855211898	0	0
ENSG00000115163	641.765355050582	6.00019031439038	0.140577062221435	42.6825701118933	0	0
ENSG00000115266	1113.38811818768	-7.23321905037652	0.186042983895181	-38.8792896078888	0	0
ENSG00000116254	1210.42339601138	-8.64673030018541	0.220303077243317	-39.24924884565	0	0
ENSG00000121152	823.977153981318	4.54916280913818	0.117596125031264	38.6846318952154	0	0
ENSG00000128482	601.755360124587	-7.23600502910971	0.170046242246949	-42.5531604432707	0	0
ENSG00000129195	562.998742999566	4.94415565799815	0.129330351977217	38.2288889066745	0	0
ENSG00000129810	455.463466537659	5.03795576254637	0.125825942787325	40.0390861450701	0	0
ENSG00000131018	4355.60938878091	-4.77521600890822	0.113817852660658	-41.9548945730444	0	0
ENSG00000135439	2185.6686410679	-6.49207185426136	0.164466366445149	-39.4735531317677	0	0
ENSG00000135709	1999.20172923253	-5.37824775919656	0.139322683116444	-38.6028149824066	0	0
ENSG00000136872	668.483503731758	-9.60168016248172	0.246463815393491	-38.9577680892109	0	0
ENSG00000137309	26283.4317368854	3.68476263251473	0.0958236617643662	38.4535777976811	0	0
ENSG00000137804	2356.19342828084	4.41496199660671	0.111450564287577	39.6136352007579	0	0
ENSG00000138160	1750.97125516796	4.22437038759936	0.10152520614378	41.6090796369997	0	0
ENSG00000142945	1599.40682153853	4.39332667882478	0.112569930985758	39.0275328442779	0	0
ENSG00000143228	733.796118590921	4.60357161150947	0.120264631142632	38.278682333875	0	0
ENSG00000146670	1494.82483839017	4.05493526753675	0.102210186163268	39.6725162114419	0	0
ENSG00000147488	370.251092427723	-8.08260818917197	0.200900236154691	-40.2319496675377	0	0
ENSG00000148773	4961.92809409941	5.5174740964385	0.146738862759579	37.6006328022216	0	0
ENSG00000150672	612.448683512066	-5.89546332588924	0.154322172461629	-38.2023090515725	0	0
ENSG00000156970	1002.58849337425	4.21918545166048	0.111164640217659	37.9543840865168	0	0
ENSG00000157456	1853.89646352751	5.08921098919777	0.122503631828846	41.543347843826	0	0
ENSG00000157782	316.722095405375	-6.01236528560883	0.15684190317433	-38.3339220190797	0	0
ENSG00000158402	389.805280755419	4.84748212471141	0.125539356400197	38.6132465842703	0	0
ENSG00000163902	22339.6710636238	2.18032164980321	0.0580589314574683	37.5535958907619	0	0
ENSG00000165995	279.683752278354	-4.77441908384647	0.12047014474578	-39.63155430685	0	0
ENSG00000167377	518.995239055085	-2.43141425458073	0.0642897760922857	-37.8196099344089	0	0
ENSG00000167549	757.940754838828	-6.10254031239296	0.147744248422518	-41.304757224396	0	0
ENSG00000167553	20713.2541912004	3.7843506770736	0.100093763432032	37.8080566392463	0	0
ENSG00000168314	1235.99201647537	-9.16785766183046	0.232259008975297	-39.4725599763734	0	0
ENSG00000168490	2273.25822150452	-8.28408329371626	0.176426794965294	-46.9547910528322	0	0
ENSG00000169679	1597.14885326495	5.17127109634785	0.13148348368426	39.3301953328674	0	0
ENSG00000171817	288.147010945934	-5.17639433139022	0.125147451476707	-41.3623631189459	0	0
ENSG00000171848	2124.15170144167	5.49505652714785	0.142583270784997	38.5392795164161	0	0
ENSG00000172179	81679.2595199271	-16.6754303098749	0.436628136425181	-38.1913782432853	0	0
ENSG00000175063	4112.8316719241	6.10545539054864	0.159941298122069	38.1731013955439	0	0
ENSG00000184205	4079.31955348656	-4.129910457307	0.0896930674215639	-46.0449238277928	0	0
ENSG00000185386	544.825923627936	-4.1078123729169	0.109250485104116	-37.5999462977409	0	0
ENSG00000197971	26799.514979432	-6.28748001680405	0.166646478214136	-37.7294502961222	0	0
ENSG00000198932	1499.35312193844	-5.58928233242391	0.122006008074341	-45.8115335518416	0	0
ENSG00000248019	212.524281775618	-4.44852827966636	0.118442181337957	-37.5586486960515	0	0
ENSG00000260807	545.469423168574	-7.36939059276117	0.172743262446142	-42.6609436941646	0	0
ENSG00000267601	373.28509661538	10.0274490690247	0.251393335024004	39.8874897302557	0	0
ENSG00000083067	412.937072517051	-6.93990322790331	0.185062868024868	-37.5002468186689	9.12578754633142e-308	3.74574910185607e-305
ENSG00000243566	7441.8619047202	7.18464847502746	0.19196971385136	37.4259477231417	1.47903330849439e-306	5.96962493863476e-304
ENSG00000157103	720.552111577777	-6.69872854616416	0.179787423760528	-37.2591608803889	7.53022767167019e-304	2.98950038565306e-301
ENSG00000178999	1023.47487577051	5.41490779710813	0.145688828534328	37.1676253531837	2.27631716193339e-302	8.89122140492594e-300
ENSG00000161888	961.739273825551	4.95083666267271	0.13338657843746	37.1164529495295	1.52500386280466e-301	5.86206643580009e-299
ENSG00000036530	490.938554641495	-5.47752639241933	0.147619939759759	-37.1055996996991	2.28202729770743e-301	8.63497735446575e-299
ENSG00000134690	1496.31274133584	4.23074854996462	0.114114164388427	37.0747012225741	7.18449503523445e-301	2.67672178874266e-298
ENSG00000117724	2988.88617632749	4.78287568841895	0.129223024281226	37.0125657948545	7.19033007612251e-300	2.6383064159615e-297
ENSG00000154265	1099.9983973839	-3.8420475500492	0.104012606359364	-36.9382874300341	1.12304871020651e-298	4.05923442015987e-296
ENSG00000125462	1782.64767132527	-10.0810492897596	0.272930329336454	-36.9363467749024	1.20657058255854e-298	4.29698820556179e-296
ENSG00000187902	269.038935552706	-7.97367088773618	0.215931431424545	-36.9268653254054	1.71292702677248e-298	6.01187736338395e-296
ENSG00000164736	8683.67015546094	4.60748577208433	0.124853880470136	36.9030241970445	4.13274754259993e-298	1.42975353198775e-295
ENSG00000115138	46993.9188513542	-11.1395207855418	0.302167075145968	-36.8654353892153	1.65501354445784e-297	5.64499478959654e-295
ENSG00000214160	5833.74296945731	2.64298908789412	0.0718157427029698	36.8023637773341	1.69233177921093e-296	5.69211093015986e-294
ENSG00000169607	561.856175744189	4.98659075506703	0.135748985613055	36.7339080476156	2.100910639672e-295	6.93079508039159e-293
