gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Type
ENSG00000225489	124.268324236109	-2.15202505927887	0.156654389083019	-13.7374067325902	6.06080553562136e-43	1.18557467391969e-42	Downregulated
ENSG00000120278	1791.14519844925	1.24323513512289	0.0905009982209275	13.7372532851842	6.0736620744574e-43	1.18799144441663e-42	Upregulated
ENSG00000264247	445.77807184225	-0.977555732621128	0.0711625969159656	-13.736931688644	6.10069501002117e-43	1.19318045050212e-42	NotSignificant
ENSG00000265118	72.7987513033748	-4.41110499654445	0.321140848498746	-13.7357331437756	6.2025014096622e-43	1.21299166567056e-42	Downregulated
ENSG00000079482	513.871001685514	-1.07195539187348	0.0780421278398658	-13.7355992403619	6.21397982545879e-43	1.21513608297166e-42	Downregulated
ENSG00000155959	1933.97746217638	0.867572590728721	0.0631656278400794	13.7348843096314	6.2756233823095e-43	1.22708906746248e-42	NotSignificant
ENSG00000262772	116.773616173537	-2.31698364518381	0.168697168862375	-13.7345733826395	6.30262192840854e-43	1.23226640775151e-42	Downregulated
ENSG00000139714	170.17346600159	-1.55986176168263	0.113576310357893	-13.7340415159403	6.34907334283307e-43	1.24124593531163e-42	Downregulated
ENSG00000196689	183.342502548086	-2.08126039701992	0.151546439319186	-13.7334826629373	6.39824860612218e-43	1.25075644963566e-42	Downregulated
ENSG00000263753	1388.26393375967	-1.0045601553755	0.0731501482820311	-13.7328519349326	6.45420362656761e-43	1.26159061972507e-42	Downregulated
ENSG00000171462	152.934773000963	-1.93759412308653	0.141105156952254	-13.7315613754794	6.57021713792927e-43	1.28416154856812e-42	Downregulated
ENSG00000167114	1645.12119496089	0.980318144347126	0.0713981821005285	13.7302955832522	6.68601891441963e-43	1.30668737103452e-42	NotSignificant
ENSG00000102858	5962.95165821547	0.877518446795237	0.0639166993639764	13.7290951430106	6.79771703495836e-43	1.32840754040422e-42	NotSignificant
ENSG00000011422	1990.64352244534	1.44307374146628	0.105122293496166	13.7275709411621	6.94221893124885e-43	1.35653409863873e-42	Upregulated
ENSG00000125449	1010.50300988442	0.959549564271318	0.0699049492309952	13.7264896810177	7.04657652022747e-43	1.37681232298429e-42	NotSignificant
ENSG00000196345	371.692681757675	-1.22133668854893	0.0889833206380507	-13.7254564090371	7.14776029480957e-43	1.39646712888445e-42	Downregulated
ENSG00000262456	140.200870987177	-1.92398636486289	0.140212111589877	-13.721969828759	7.49997221551634e-43	1.4651583375234e-42	Downregulated
ENSG00000173890	1340.80665997145	2.09364378979815	0.152620334125252	13.7179871987434	7.92346165881553e-43	1.54776149661024e-42	Upregulated
ENSG00000179168	146.844892728821	-1.80933189358245	0.131896538252645	-13.7178118360978	7.94264582214825e-43	1.55138093229933e-42	Downregulated
ENSG00000135457	2291.81546319488	0.802186956713549	0.0584819563462535	13.7168283489706	8.05109581796321e-43	1.57243399763734e-42	NotSignificant
ENSG00000260075	68.3590057795018	-5.20563122536382	0.379514378020114	-13.7165586519305	8.08109205364934e-43	1.57816229887309e-42	Downregulated
ENSG00000172765	1932.52547991037	0.702515798162277	0.051231851282929	13.7124812117879	8.54837648777955e-43	1.66928094057506e-42	NotSignificant
ENSG00000172845	4327.70567863554	0.689682640676907	0.0503008335833333	13.7111572820023	8.70580826415964e-43	1.69988318534705e-42	NotSignificant
ENSG00000115289	1173.56108312462	0.887445775996827	0.0647244088275806	13.7111453325266	8.70724225977476e-43	1.70002300024082e-42	NotSignificant
ENSG00000213977	6433.17469670217	1.06521139121758	0.0777064284534618	13.7081501803359	9.07418718493084e-43	1.77152014471084e-42	Upregulated
ENSG00000085511	1229.26906979413	-0.879121225234468	0.0641333327869533	-13.7077115289619	9.12920376902249e-43	1.78211389980778e-42	NotSignificant
ENSG00000177981	1560.86760995504	0.597155625644956	0.0435660045735555	13.7069173886886	9.22965200739798e-43	1.80157390061146e-42	NotSignificant
ENSG00000108176	226.54075233317	-2.1910037591742	0.159852033561979	-13.7064490851452	9.28940074596856e-43	1.81308704470648e-42	Downregulated
ENSG00000112763	1306.98270133454	-0.752409281741156	0.0548964594249735	-13.7059710156621	9.35079236069449e-43	1.82491891790064e-42	NotSignificant
ENSG00000169925	3244.26588636749	0.843787462902586	0.0615650763134126	13.7056187278494	9.39628976568286e-43	1.83364715148842e-42	NotSignificant
ENSG00000247315	2330.4234608509	1.04099946697713	0.0760351816896378	13.6910236004474	1.14879430110782e-42	2.24163990572164e-42	Upregulated
ENSG00000103154	95.083068691465	-3.15576680765758	0.230501438718399	-13.6908768344519	1.15111718149926e-42	2.2459874539157e-42	Downregulated
ENSG00000067177	854.132748164681	-1.15879873594204	0.0846489069717395	-13.6894707492078	1.17360959568815e-42	2.28968456919335e-42	Downregulated
ENSG00000131724	6039.19602516608	1.12078704550921	0.0818723785132299	13.6894403932347	1.17409997487732e-42	2.29045257086176e-42	Upregulated
ENSG00000175220	7666.34717250198	0.952675327367331	0.069598402561027	13.6881780660408	1.1946734547555e-42	2.33039564504124e-42	NotSignificant
